PhraseNo,Phrase,IsHateSpeech
732,"Or, in other words, I'll let this jagu-ar bop me in the face and see if it hurts. Come on, jagu-ar, let's see what you've got!  Aaah! Ow, son of a bitch! ",YES
733,"You son of a bitch cat!
",YES
734,"No you don't, butthole! 
",YES
735,"No, he's not gonna melt away! That's Frosty, you stupid butthole!
",YES
736,"Ey! Ey, get me out of here! God-damnit! Ugh. Smells like Kenny's house in here.
",YES
737,"(This sounds fucking screwed.) 
",YES
738,"Shut up, fatass!
",YES
739,"Ey, don't flip me off, you son of a bitch!
",YES
740,"Aw, man, this is gonna suck donkey balls.
",YES
741,"Eric, SIT DOWN!
",YES
742,"Fuck off, Cartman!
",YES
743,"Eric, for God's sake, knock it off!!
",YES
744,"AAAAAAA! 
",YES
745,"This is bullcrap! I am not following this stupid hippie around anymore.
",YES
746,God-damned stupid hippie activist! I should be home nestled in the couch with my Mr. Kitty right now watching Fat Abbot cartoons and eat-  Yes! I knew it! I'm saved! ,YES
747,"Holy crap! 
",YES
748,"Yeah! Fragile my ass!
",YES
749,"All right, that does it!!  Goddamn stupid-ass rainforest!! This place fucking sucks!!  I was wrong!! Fuck the rainforest!! I fucking hate it, I fucking hate it!!
",YES
750,"Aaagh!  Come on, Benny! Breathe!  Breathe, you son of a bitch! 
",YES
751,"Ey! Help me, you son of a bitch!  Huh, I'm gonna die up here.
",YES
752,"Oh! God-damnit! Urh! You guys! You guys wanna hear my ""I hate Stand and Kyle"" song?! Ahem.I hate Stan and KyleI seriously hate Stan and Kyle...
",YES
753,"Awww crap.
",YES
754,"You killed us all!
",YES
755,"Shove that Nobel prize up your ass! 
",YES
756,"My asshole eye doctor made them all dilevated.
",YES
757,"That bitch!
",YES
758,"...Yeah, screw that bitch.
",YES
759,"Bitch, I hate that bitch!
",YES
760,"Ow! Son of a bitch!
",YES
761,"{And a real huge dick.}
",YES
762,"Ey! You son of a bitch! I'm gonna kick you square in the nuh-  I'm gonyanya, uhnyuh, uhnyuuh, nyaahh 
",YES
763,"He's asleep. Wake up fatass!
",YES
764,"God-damnit! You can't fall asleep.
",YES
765,"Dirty bitch.
",YES
766,"Bitch. Bitch.
",YES
767,"That son of a bitch, I'll kill him!
",YES
768,"Punch him in the balls, Tweek!! 
",YES
769,"AAAAaaaarrgh.
",YES
770,"Good! Now kick his balls!  There, see? You've got him coughing up blood.
",YES
771,"Fight back! Resist the ass!
",YES
772,"Uuh! You son of a bitch! 
",YES
773,"I'm gonna kick your ass!
",YES
774,"What the hell's goin' on?!
",YES
775,"Holy shi-  poop.
",YES
776,"Same M.O., sir. Multiple stab wounds, left hand cut off and missing.
",YES
777,"Stab me with this.  If I die I can resurrect outside the bars.
",YES
778,"All right, whoever is thinkin' of betraying Kyle, that is not cool!  That's freaking lame, dude! Kyle is trying to get the economy goin' again! If somebody is thinking of stabbing him in the back, you're b-you're being a dick!  Go ahead, Kyle.
",YES
779,"What the fuck is this?!
",YES
780,"Why you murdering bastard!
",YES
781,"Hold the gun on them Butters!
",YES
782,"You with the gun, step out or we will fire upon you.
",YES
783,"That's right. Don't you see, gingers?  If you don't want to be made fun of anymore, all you need are guns and bombs to get people to stop.
",YES
784,"You guys, you guys! Chef is going away. 
",NO
785,"Going away? For how long?
",NO
786,"Forever.
",NO
787,"I'm sorry boys.
",NO
788,"Chef said he's been bored, so he joining a group called the Super Adventure Club. 
",NO
789,"Wow!
",NO
790,"Chef?? What kind of questions do you think adventuring around the world is gonna answer?!
",NO
791,"What's the meaning of life? Why are we here?
",NO
792,"I hope you're making the right choice.
",NO
793,"I'm gonna miss him.  I'm gonna miss Chef and I...and I don't know how to tell him! 
",NO
794,"Dude, how are we gonna go on? Chef was our fuh...f-ffriend. 
",NO
795,"And we will all miss you, Chef,  but we know you must do what your heart tells you..
",NO
796,"Bye-bye!
",NO
797,"Good-bye!
",NO
798,"So long!
",NO
799,"So long, Chef!
",NO
800,"Good-bye, Chef!
",NO
801,"Good-bye, Chef! Have a great time with the Super Adventure Club!
",NO
802,"Good-bye! ..
",NO
803,"I'll get it. 
",NO
804,"Hello there, children!
",NO
805,"He's back!
",NO
806,"Yeah!
",NO
807,"All right! 
",NO
808,"Chef! I can't believe you're back!
",NO
809,"Well, it's true.
",NO
810,"But are you back for good?
",NO
811,"That's right.
",NO
812,"Hey everybody! Chef's back!
",NO
813,"What? All right! Yeah! 
",NO
814,"Oh, finally! 
",NO
815,"Wow! It seems like you had a great time with the Super Adventure Club, Chef. They sound like really interesting people.
",NO
816,"Yeah!
",NO
817,"But now that you're back here, does that mean that you're not in the Super Adventure Club anymore?
",NO
818,"Nnono!
",NO
819,"Ohhh, so have you decided you can still belong to the Super Adventure Club but live here in South Park again?
",NO
820,"That's right.
",NO
821,"Well, it seems like the Super Adventure Club was just what you needed, Chef. You must be feeling very happy that you found a club to belong to with new friends, but that you can also live here in South Park with all your old friends whom you care for deeply.  Right?
",NO
822,"That's right. Randy! 
",NO
823,"Well Chef, you're welcome to stay with me until you buy another house.
",NO
824,"Thank you. Jimbo.
",NO
825,"Well, come on everybody. I'm sure Chef would like a little time to get moved back in.
",NO
826,"That's right! Thank you. Good-bye- Everybody.
",NO
827,"Later. Great to have you back. Bye-bye. See ya Chef. See you later. Bye-bye
",NO
828,"Well, I- guess we'll see you in school tomorrow, Chef.
",NO
829,"You bet! Good-bye. Children! 
",NO
830,"Right. Uh, see ya.
",NO
831,"Uh, guys? Did Chef seem a little, uh, trippy to you?
",NO
832,"Well, look. he said he's happier now. Maybe he just needs to rest up a little.
",NO
833,"Yeah. I'm sure whatever that Super Adventure Club does is pretty tiring.
",NO
834,"Yeah, but whatever, I'm just glad he's back for good.
",NO
835,"(Yeah, me too.)
",NO
836,"It's really weird what he said. I don't know, it kind of confused me.
",NO
837,"Oh boy oh boy, I can't wait to have Chef's lunch food again.
",NO
838,"Yeah. I hope he makes his Salisbury steak with buttered noodles! 
",NO
839,"You guys, you guys.
",NO
840,"What?
",NO
841,"Something's wrong with Chef. He's saying some really weird stuff.
",NO
842,"Like what?
",NO
843,"Hi kids, I'm Detective Jarvis. I need to ask you all some difficult questions about your school cafeteria chef.
",NO
844,"Okay, did he touch you here? 
",NO
845,"NO!
",NO
846,"Did he ever do this? How about this? 
",NO
847,"My Uncle Bud did that to me once! 
",NO
848,"Hello there, children!
",NO
849,"Chef, the police are asking questions about you!
",NO
850,"Oh really? Well, let's all go home and make love.
",NO
851,"No, Chef, we don't wanna make love to you!
",NO
852,"(Like what?)
",NO
853,"Something must have happened to Chef while he was gone. Maybe he hit his head or, or got stuck in some quantum time vortex.
",NO
854,"Well look: he spent the last three months with that adventurers' club. Maybe they know what happened to him.
",NO
855,"(Yeah! I think...)
",NO
856,"Yeah!
",NO
857,"All right, come on guys!
",NO
858,"May I help you.
",NO
859,"Ahh, hi, can we speak to the head guy or something?
",NO
860,"Right this way. 
",NO
861,"Now, the upper rim of Kilimanjaro should be quite a trek, and so we'll need to have a-
",NO
862,"Excuse me, sir. These boys wanted to speak with you.
",NO
863,"Ahh yes, splendid! Good afternoon, lads! I'm Head Adventurer William P. Connolly, Esquire! Welcome, to the Super Adventure Club!
",NO
864,"Tally ho!
",NO
865,"Indeed!
",NO
866,"Uh, hi. Our friend joined your club a while back, and now he wants to molest kids. 
",NO
867,"What? Well... well yes, of course! That's what the Super Adventure Club does!
",NO
868,"...Huh?
",NO
869,"You need to see a psychiatrist, Chef. It's for your own good.
",NO
870,"Hello, I'm Dr. Neeland. What can I do for you today?
",NO
871,"Hi, uh- our friend has been brainwashed by some fruity little club.
",NO
872,"Brainwashed.
",NO
873,"Yeah, he joined the Super Adventure Club, and they convinced him having sex with children was okay with a little thing that goes whrrrrrr.
",NO
874,"I thought that club was for hiking and kayaking.
",NO
875,"Oh. ...Oh, that's right, yeah.
",NO
876,"Doctor, do you have- children?
",NO
877,"Why, yes, I have two young boys.
",NO
878,"He's pretty brainwashed all right. Worst case I've ever seen.
",NO
879,"So what can we do??
",NO
880,"I'm afraid there's no simple answer. When somebody's brainwashed it can take months, even years, to reverse the process.
",NO
881,"But we don't have years! If Chef keeps this up, he's gonna go to jail forever!
",NO
882,"Tell me, what was Chef's favorite thing to do before it was having sex with children?
",NO
883,"All right guys, be sure to tip the waitresses; this is two for one; put your hands together, this is Monique!
",NO
884,"Aw, come on, children. Let's go home.
",NO
885,"This isn't working.
",NO
886,"Well let's... give it some more time, kids. 
",NO
887,"Would you like to daaance???
",NO
888,"No thanks. We're trying to unbrainwash our friend.
",NO
889,"Daaance??? Anybody wanna daaance???
",NO
890,"Come here, chubby. 
",NO
891,"Wait a minute.
",NO
892,"He's remembering.
",NO
893,"Children! What have I done?
",NO
894,"It's okay Chef. Go on, remember!
",NO
895,"I'm goinna- I'm gonna-
",NO
896,"Come on, Chef! You can do it!
",NO
897,"We don't need him, he needs us! Our club offers hope. Do you think we go around the world molesting children just because it feels really really really really good?! No! Our club has a message! And a secret that explains the mysteries of life!
",NO
898,"Oh Jesus, here we go.
",NO
899,"Very well. I'm now going to tell you the secret of the Super Adventure Club.
",NO
900,"We don't wanna hear it.
",NO
901,"You see, the Super Adventure Club was founded by the greatest explorer of all time, William P. Phinehas!  Phinehas climbed the highest peaks, tamed the mightiest rivers,  but every time he got somewhere, he realized that other explorers had beat him to it.  Phinehas was depressed, until he realized that if he couldn't be the first to discover places, he could be the first to have sex with the native children that inhabited those areas!  Phinehas quickly went down in history books as the first man to have sex with the Aborigine children at Uluru, and the first explorer to bugger all the underage mountainfolk of Nepal.  But now the most wonderful part. You see, after having sex with all those children, Phinehas realized that... molesting all those kids... had made him immortal.
",NO
902,"Immortal.
",NO
903,"He discovered that children have things called marlocks in their bodies.  And when an adult has sex with a child, the marlocks implode, feeding the adult receptive cavity with energy that causes immortality, so saith the ruler of Bethos.  Phinehas traveled the world, loving many, many children, and he lived for eternity. Until he was hit by a train in 1892. 
",NO
904,"...Do you realize how retarded that sounds?
",NO
905,"Is it any more retarded than the idea of God sending his son to die for our sins? Is it any more retarded than Buddha sitting beneath a tree for twenty years?
",NO
906,"Yeah, it's way, way more retarded.
",NO
907,"Well, now that you know our club secrets, it appears you ... leave us no choice. I'm afraid we're going to have to... ask you to leave. 
",NO
908,"We're not leaving without Chef.
",NO
909,"Chef, we love you.
",NO
910,"I'm sorry children. 
",NO
911,"No! Chef, they've filled your head with lies! Can't you see that??
",NO
912,"Get the hell out of here, children!!
",NO
913,"Yesss. Looks like our fruity little club is safe after all.  NO! 
",NO
914,"Chef! 
",NO
915,"We're all here today because Chef has been such an important part of our lives. A lot of us don't agree with the choices Chef has made in the past few days.  Some of us... feel hurt... and confused that he seemed to turn his back on us.  But we can't let the events of the last week take away the memories of how much Chef made us smile.  I'm gonna remember Chef as the jolly old guy who always broke into song.  I'm gonna remember Chef... as the guy who gave us advice to live by.  So you see, we shouldn't be mad at Chef for leaving us. We should be mad at that little fruity club for scrambling his brains.
",NO
916,"Yeah.
",NO
917,"He's right. 
",NO
918,"And in the end, I know that somewhere out there... there's the good part of Chef... that's still alive in us all. 
",NO
919,"Is it working? Is it working?
",NO
920,"Yes. We've got a pulse!
",NO
921,"You know, the emissions from a vehicle like yours causes irreparable damage to the ozone. I drive a hybrid; it's much better for the environment.  Thanks.
",NO
922,"Dad, can we go home? All you ever do since you got this car is drive around and show it off! 
",NO
923,"Hey, is that a hybrid?
",NO
924,"Oh yes. You've got one too, I see.
",NO
925,"Yeah, I like to be a part of the solution and not part of the problem. Well, anyway,  good for you!
",NO
926,"Thanks.
",NO
927,"Dad, I think Ike is starving to death. 
",NO
928,"Hold on, boys. We still have to go to the hardware store, and hand out awareness citations to SUV cars in the parking lot.
",NO
929,"What?!
",NO
930,"Okay, there's another one.  Aw, man! Look at that!  Can you believe this?! An SUV with a V8 engine, makes me sick!  ""Ticket for driving a gas-guzzler""
",NO
931,"Dad, can we go home, please?
",NO
932,"Look, there's a Jeep over there! Go write them a ticket, Kyle!
",NO
933,"But Dad, I want-
",NO
934,"Helping my Dad pick out some cool new power tools. What are you doing?
",NO
935,"Helping my Dad give people fake tickets. 
",NO
936,"What's this? 
",NO
937,"Oh! Sorry Randy. Looks like you got a ticket.
",NO
938,"Well, Randy, calm down. It's not a real ticket.
",NO
939,"All right, that does it! Come on, Kyle, I don't want you hanging around with these ignorant idiots! 
",NO
940,"Yeah. Yeah, I think it's best we just do it right away.
",NO
941,"Dad.  Dad, Ike and I have been talking, and well, we feel that your new car is changing you.
",NO
942,"Yes, it certainly is.
",NO
943,"We're thinking that a lot of people in town starting too... 
",NO
944,"Yes. A lot of people in town just aren't ready to drive hybrid cars.
",NO
945,"Righ!  Okay, good.
",NO
946,"And that's why,  I've talked it over with your mother, and  ...we've decided to MOVE!
",NO
947,"What??
",NO
948,"We need to be where everyone is motivated and progressive like us! Start getting your things packed, boys! The Broflovksi family is moving to San Francisco! 
",NO
949,"Yeah? 
",NO
950,"Uh hay, Stan. Uh you should come on over. Uh they're havin' a goin'-away party for Kyle.
",NO
951,"Going away party? What do you mean?
",NO
952,"Well don't you know? Kyle's movin' away.
",NO
953,"Moving away?? Kyle can't move away!
",NO
954,"Well he is.
",NO
955,"Where's the going-away party?
",NO
956,"At Cartman's house.
",NO
957,"Hey everybody! There's more pop in the refrigerator. Let's make this the best going-away party EVER! 
",NO
958,"Hey Eric, where's Kyle?
",NO
959,"Who? 
",NO
960,"Kyle, the person leaving.
",NO
961,"Kyle? Why would I invite Kyle?
",NO
962,"Dude, a going-away party is supposed to be for the person who is going away!
",NO
963,"Kyle? Kyle!
",NO
964,"Kyle's not here. Cartman didn't invite him.
",NO
965,"What?!
",NO
966,"I will. I will get everyone to drive hybrid cars! I swear it!
",NO
967,"Well? What do you think, huh? 
",NO
968,"Oh Gerald, it's beautiful.
",NO
969,"Yeah. Now THIS, is a house. 
",NO
970,"Oh hello there, you must be the new neighbors.
",NO
971,"Yes that's right. We're the Broflovskis.
",NO
972,"Welcome to San Francisco. I'm Peter Thompson. This is my wife, Nancy Jarvis, and our son, Brian Thompson-Jarvis  So how do you like the neighborhood?
",NO
973,"Oh it's gorgeous. These old houses are so neat.
",NO
974,"Yes, well, unlike most cities, in San Francisco we try to  keep all the historic houses instead of knocking them down.
",NO
975,"You in here, Peter?
",NO
976,"Oh hay, Paul. Come on in and meet the Broflovskis
",NO
977,"Hello there. I'm Paul McDonahue. This is my wife, Paulie Beaumont-McCallahan, and our daughter, Mindy McDonahue-Beaumont-McCallahan
",NO
978,"Hello.
",NO
979,"We noticed your hybrid out front - that's a V series, right?
",NO
980,"Yeah. That's right.
",NO
981,"Whoa, nice car, but we're gonna have to get you into the BT series  Its emissions are actually cleaner.
",NO
982,"Wow, so, everyone here drives a hybrid, huh?
",NO
983,"Oh, of course. We're a little more progressive and ahead of the curve here in San Francisco.  Ahhhm.  Anyway, I'm sure you'll find it much better here.
",NO
984,"Yes, you'll find that San Francisco is pretty much more open-minded and grown-up than the Midwest.  Ahhh,  ahh,  ahh.  We're just a little bit more protective of our environment here in San Francisco
",NO
985,"Yeah. We sure are.
",NO
986,"Come on, people. Come on, people now. 
",NO
987,"Dude, what are you doing?
",NO
988,"I'm writing a song about the importance of hybrid cars, so maybe people will change their ways.
",NO
989,"Well if I have any chance of getting Kyle back, I have to get people to stop driving SUVs!
",NO
990,"Why do you want Kyle back?? Don't you see how awesome it is without him?
",NO
991,"You know, Cartman, you may be stoked now, but I bet you're gonna find that withuot Kyle around to rip on, your life is empty, and hollow.
",NO
992,"All right, all you dreamers and creamers out there out there in South Park, I'm gonna play a song by a local artist that really made me think about my impact on the earth. This is Stan Marsh with ""Hey, People, You've Gotta Drive Hybrids Already"". 
",NO
993,"Come on now, people now people now'
People now, come on now, people now
Got to drive hybrids, people now
People now, people now, people now
Hybrids are for people now, people now
Group of people driving people now
Get a hybrid, be good people now.
",NO
994,"He's right. 
",NO
995,"We have all got to be people now
People-driving-hybrid people now
People now, people now, hybrid now
Hybrid-people-driving people now.
Come on, people, let's be people now
Hybrid-people-driving people now
Come on, everybody be people now
",NO
996,"Yeah, I just wanted to  try to set an example, you know?
",NO
997,"Thanks. 
",NO
998,"Can you believe some people still don't drive hybrids? 
",NO
999,"I know! It's like ""Earth to America? Hello? This is simple stuff here. Gawl""
",NO
1000,"Well from now on, I'm only going to associate with other hybrid-car drivers. Everyone else is just ignorant, m'kay?
",NO
1001,"Good for you!
",NO
1002,"Thanks!
",NO
1003,"At least we're smart enough to know better!
",NO
1004,"Thanks! 
",NO
1005,"Come on, everybody be people now
",NO
1006,"And so we are here to honor Stan Marsh for making South Park the city with the highest percentage of hybrid owners in the country! 
",NO
1007,"If only the rest of the country  was as insightful as we are.
",NO
1008,"Ah, thanks. I was really just trying to make it so my friend can move back here so... if you don't mind, I'm gonna try to get a hold of him now. 
",NO
1009,"Great speech!
",NO
1010,"Yeah, well, you know my son is just  a little bit more clever than some.
",NO
1011,"Hello there, I'm Ranger McFriendly. I'm the person who watches over the delicate ecosystem of South Park. You must be the little boy who wrote that song.
",NO
1012,"Yeah.
",NO
1013,"Uhh! 
",NO
1014,"Ow!
",NO
1015,"Don't you get it?! When people drive hybrid cars, they get so full of themselves they spew tons of self-satisfied garbage into the air! That isn't smog, it's smug!
",NO
1016,"Smug?
",NO
1017,"Hybrid cars make better for emission levels, but people who drive hybrid cars are the leading cause of smug. You can have smug in the atmosphere, and you know what that leads to? Glodal laming! Thanks to your gay little song, South Park is now the second smuggiest city in America!
",NO
1018,"This is a South Park News Weather Bulletin!
",NO
1019,"It looks like we have a smug alert here in South Park. Our own Keenan Williams has the details. Keenan?
",NO
1020,"Sheila, did you meet Gail and Brian?
",NO
1021,"No! Hello, how are you?
",NO
1022,"Really good, really good. 
",NO
1023,"Hey there. Alan, right?
",NO
1024,"Actually, it's Alain
",NO
1025,"Right right, w-would, would you like red or white wine?
",NO
1026,"Can I just get an empty glass?
",NO
1027,"Oh. Sure. 
",NO
1028,"Can you believe all these imbeciles in Texas? They just put another prisoner to death. 
",NO
1029,"So... what do you do for fun?
",NO
1030,"We drink and take drugs.
",NO
1031,"Do you want some acid?
",NO
1032,"Oh, no thanks. We don't do that stuff.
",NO
1033,"You will. There's a reason most San Francisco kids take a lot of drugs.
",NO
1034,"Everything okay in here, Kyle?
",NO
1035,"Yeah, fine, Dad.
",NO
1036,"So much better here with the intellectuals, isn't it, boys?  Wuhh  Mmmm.
",NO
1037,"Well... maybe I'll take just half a hit of acid.
",NO
1038,"I want three.
",NO
1039,"No, no, I'm asking if there's a listing for Broflovski in San Francisco! They just moved there!
",NO
1040,"You'd better come with me to the news station! Our situation just got a lot worse!
",NO
1041,"I noticed it on the computer this morning. Look here.  This is the smug over South Park. It's... getting bigger and gaining strength.
",NO
1042,"The smug?
",NO
1043,"The smug is getting so massive that it's moving west... and fusing with the San Francisco smug... Here.  These two smug clouds are combining, fueling each other.  Now take a look at this. 
",NO
1044,"What is that?
",NO
1045,"It's the smug from George Clooney's acceptance speech at the Academy Awards.
",NO
1046,"George Clooney's acceptance speech?
",NO
1047,"Did you hear it? He talked about how people in Hollywood are ahead of the curve on social mattes. He even took credit for the Civil Rights movement -Look!! The point is... the smug from his acceptance speech has been slowly drifting north since he gave it... and is headed straight for the super cell. The South Park and San Francisco smug is already at critical mass. If it gets hit by George Clooney's acceptance speech, it will be a disaster of epic proportions. The perfect storm... of self-satisfaction.
",NO
1048,"We've got to tell the townspeople! South Park still has a chance to make it through the storm!
",NO
1049,"What about San Francisco?
",NO
1050,"Are you trying to tell us the smug from our hybrids is actually gonna kill us all?
",NO
1051,"If the smug clouds remain the way they are, yes. 
",NO
1052,"Then that's it. There's only one way to reduce smugness. We've gotta destroy every hybrid car in town! 
",NO
1053,"Everyone get your hybrid and meet at Dawson's! 
",NO
1054,"Hey, where do you think YOU're going?!
",NO
1055,"I'm gonna try and warn Kyle to get out of San Francisco.
",NO
1056,"Wow, Eric. You sure are a great guy for doing this.
",NO
1057,"I don't have a choice. Somebody has to get into San Francisco and warn Kyle's family to get out before the storm hits.
",NO
1058,"But... how come we can't just take the bus on into the city?
",NO
1059,"You don't know San Francisco, Butters.  It was the breeding ground for the hippie movement in the 60s. Those hard-core liberals, lesbian activists, and die hard modern hippies young and old.  I swore I would never set foot in San Francisco. God help me.  All right, Butters, I'll be tethered to you through this cord. It's my only lifeline, so make sure it stays taut. If you stop hearing my voice, for the love of Christ, start reeling me in with all your strength.
",NO
1060,"I will. You're really great for going to warn Kyle, Eric.
",NO
1061,"I'm not doin' it for Kyle.  I can't believe I'm actually going to walk through San Francisco. Well, here it goes. 
",NO
1062,"All right. All right, now get it into the masher! Hurry up!
",NO
1063,"Can't somebody else operate this? I can't really reach.
",NO
1064,"They're dropping, slowly, but... but we're running out of time!
",NO
1065,"Yeah, it's like, San Francisco is more of a European city, like Paris or Milan.
",NO
1066,"Butters, are you there?!
",NO
1067,"I'm here, Eric.
",NO
1068,"I've started to enter the smug. I'm about a quarter mile in. Can you give me an EL?
",NO
1069,"You must be nearing Union Square. Did you see a fountain to your left?
",NO
1070,"Yes. It's just beyond yet another wine and cheese store.
",NO
1071,"Wait, uhh, eh take your next right. You've got to start heading west.
",NO
1072,"Turning right at O two four niner. 
",NO
1073,"That's it. That's that the last one.
",NO
1074,"Keenan? Keenan, we've smashed the last hybrid!
",NO
1075,"Harry, the smug from Clooney's speech is about to hit the other smug system! Get everyone inside!  God help us.
",NO
1076,"Butters?! Butters, I think I'm here! 2419 Castillo?!
",NO
1077,"That's it! Eric, hurry! Somethin's goin' on out here!
",NO
1078,"Mr. Broflovski! Mr. Broflovski, there a smug storm! We have to go!
",NO
1079,"Being smug is a good thing. 
",NO
1080,"Oh my CHRIST!  Kyle? Kyle!
",NO
1081,"The acid. Dude, I'm totally tripping balls.
",NO
1082,"And now, the worst appears to be over. Last night's smug storm... has left thousands homeless. All across the Midwest, people are picking up the pieces. Cities like Denver and South Park are heavily damaged, but still all right. However, San Francisco, I'm afraid... has disappeared completely up its own asshole.
",NO
1083,"No...
",NO
1084,"Hey! Hey, Stan! You're not gonna believe it! You've gotta come see!
",NO
1085,"What?
",NO
1086,"It's a miracle!
",NO
1087,"Kyle!
",NO
1088,"Hey Stan.
",NO
1089,"Dude, what happened?? 
",NO
1090,"We don't know. We were all passed out and... next thing we know we just woke up on a bus heading here.
",NO
1091,"It's like you had a guardian angel, m'kay? 
",NO
1092,"Dude, I'm so glad you're not dead.
",NO
1093,"So I guess there's nothing left to do now but... rebuild.
",NO
1094,"Yeah. First off, we're all gonna need new cars.
",NO
1095,"And let's make sure nobody gets a stupid hybrid, right? 
",NO
1096,"NO! Hybrid cars are a good thing!
",NO
1097,"But hybrid cars are the leading cause of smug, m'kay?
",NO
1098,"Hybrid cars don't cause smugness, people do.  Look, hybrid cars are important. They may even save our planet one day. What you all need to do is just learn to drive hybrids and not be smug about it.
",NO
1099,"You mean... drive in hybrids... but not act like we're better than everyone else because of it.
",NO
1100,"Yeah!
",NO
1101,"I'm...  I'm not ready...
",NO
1102,"I don't think I can do it either.
",NO
1103,"It's simply asking too much.
",NO
1104,"Perhaps... one day... we can learn to drive hybrids without being smug about it, but for now... the technology is just too much for us.
",NO
1105,"Come on, everybody! Let's go buy wasteful gas guzzlers! 
",NO
1106,"Well, looks like you're back for good, huh Kyle?
",NO
1107,"Yeah, I guess so.
",NO
1108,"Ah, that's better. 
",NO
1109,"But the Bubble Gum Prince wasn't afraid. He knew that the Land of Chocolate was safe forever and ever.  Goodnight my little angel. 
",NO
1110,"SO?! Stanley, Mohammad is sacred to the Muslim people.  Ever since those cartoon in Denmark, the rules have changed. Nobody shows an image of Mohammad anymore.
",NO
1111,"Which cartoon is it? What cartoon'll be so insensitive as to have Mohammad as a character?
",NO
1112,"Who do you think?! The cartoon that's always pushing buttons with their careless toilet humor! Family Guy!
",NO
1113,"AWWW!
",NO
1114,"How could Family Guy do that?
",NO
1115,"Why would Family Guy so blatantly insult Muslims?
",NO
1116,"Because Family Guy doesn't care who they insult! They only care about their... precious money!
",NO
1117,"Oh come on, people. You really think anybody's gonna be that pissed off about a cartoon??
",NO
1118,"Wu-we've got the TV working! 
",NO
1119,"Once again, a cartoon depicting the Muslim prophet Mohammad is set to air tonight on Family Guy!
",NO
1120,"Oh Randy, hold me. 
",NO
1121,"The news has already sparked a shockwave of protests throughout the Muslim world.  All over the Middle East, Muslims are burning American flags and Family Guy posters. Muslim terrorist al-Zawahri made this statement:
",NO
1122,"We are so super pissed off at 'Family Guy'. 'Family Guy' isn't even that funny of a show. A jihad on 'Family Guy', and the 'Family Guy' nation!
",NO
1123,"So what happens now?
",NO
1124,"We stay here through the night, wait it out to see if they do anything. If we're still alive in the morning,  then we'll know we're not dead.
",NO
1125,"It's okay! 
",NO
1126,"We're alive?? We're alive! 
",NO
1127,"Everyone. Everyone, listen. FOX Network censored the image of Mohammad at the last minute.
",NO
1128,"Oh thank God.
",NO
1129,"Okay you guys, check it out. 
",NO
1130,"You TIVO every episode of Family Guy?
",NO
1131,"Dude, it's a good show.
",NO
1132,"Yeah, lots of people like Family Guy.
",NO
1133,"Yich. 
",NO
1134,"Peter, I can't believe you invited your old high-school sweetheart over for dinner.
",NO
1135,"You think that's bad? Remember when I auditioned to be David Hasselhoff's car? 
",NO
1136,"Hey there, Knight Rider. 
",NO
1137,"Yeah, but Dad, why would you invite an ex-girlfriend to dinner?
",NO
1138,"Perhaps he wants to make our mother nervous.
",NO
1139,"Nervous? Like when I had to sell pancakes to the school soccer captain? 
",NO
1140,"Pancakes for you, Captain?
",NO
1141,"I'll be the Captain, and you'll be Tenille. 
",NO
1142,"Love will keep us together
",NO
1143,"Hehaha, heh.
",NO
1144,"Yich.
",NO
1145,"But Peter, I don't wanna cook dinner for your ex-girlfriend.
",NO
1146,"Well, maybe we can just have tea.
",NO
1147,"You mean like the time you had tea with Mohammad, the prophet of the Muslim faith? 
",NO
1148,"Come on, Mohammad, let's get some tea. 
",NO
1149,"Oh boy, was that ever weird. Anyway, I can't believe I invited my old sweetheart to dinner. Huh.
",NO
1150,"That's it? That's all they did?
",NO
1151,"Oh man, that's not cool! Seriously, that is not cool.
",NO
1152,"What? What's the big deal?
",NO
1153,"What's the big deal? You guys, they just made fun of the religion of an entire group of people.  What, you guys think that's okay?! Do you care at all about people's feelings?!
",NO
1154,"Since when you care about being sensitive to people's religion, Cartman?!
",NO
1155,"Kyle? Kyle, what are you watchi-?!
",NO
1156,"Hey Brian, this is like the time I got a job as a carrot cake.
",NO
1157,"Gaaah! It's Family Guy! Quick, Gerald, do something! 
",NO
1158,"Dad, Dad, Jesus Christ!
",NO
1159,"It's okay... it's dead.
",NO
1160,"You boys know you're not supposed to watch that careless show!
",NO
1161,"Mom, it was nothing. Mohammad just stood there and then drank some tea.
",NO
1162,"You boys don't understand anything! It's obvious that you ALL need Muslim-sensitivity training!
",NO
1163,"Welcome to Muslim-Sensitivity Training. It is important for us to understand why the Muslim feel the way they do, and why we can never show an image of Mohammad.
",NO
1164,"No, Muslims can't show an image of Mohammad.
",NO
1165,"Kyle, you're not being very sensitive.
",NO
1166,"Yeah, Kyle. Maybe you think this is funny, but the rest of us don't.
",NO
1167,"Attention students: Proceed to the school gymnasium immediately for an emergency announcement!
",NO
1168,"What?
",NO
1169,"Why would they-?
",NO
1170,"FOX Studios claims that the Family Guy writing staff has demanded the Mohammad character be seen in full view.  The head of FOX had this to say:
",NO
1171,"Family Guy is our biggest show. If they insist we don't censor their work, then we we can't.
",NO
1172,"Once again, bitter riots have started in the Middle East; this time, even more massive. And terrorist leader al-Zawahri has issued a threat
",NO
